,Idade,Sexo,Dependentes,Nivel_educacional,Estado_civil,Renda,limite_do_cartao2
8235,50,M,3,College,Unknown,$80K - $120K,1
8236,42,M,3,College,Single,$80K - $120K,1
8237,42,M,3,College,Single,$80K - $120K,1
8238,51,F,3,Uneducated,Married,Less than $40K,1
8239,51,F,3,Uneducated,Married,Less than $40K,1
8240,43,M,2,High School,Married,$120K +,1
8241,43,M,2,High School,Married,$120K +,1
8242,45,M,4,High School,Single,$80K - $120K,1
8243,44,F,2,High School,Single,Less than $40K,1
8244,44,M,2,Graduate,Married,$60K - $80K,1
8245,44,M,2,College,Married,$60K - $80K,1
8246,44,M,2,College,Married,$60K - $80K,1
8247,30,F,1,Uneducated,Single,Unknown,1
8248,47,M,3,Graduate,Married,$80K - $120K,1
8249,47,M,3,Graduate,Married,$80K - $120K,1
8250,51,M,3,High School,Single,$60K - $80K,1
8251,60,F,1,Uneducated,Single,Unknown,1
8252,60,F,1,Uneducated,Single,Unknown,1
8253,49,F,3,Unknown,Single,$40K - $60K,1
8254,50,F,2,High School,Single,Less than $40K,1
8255,50,F,2,High School,Single,Less than $40K,1
8256,56,F,3,Unknown,Single,Less than $40K,1
8257,43,M,4,High School,Divorced,$80K - $120K,1
8258,52,M,2,Unknown,Married,$80K - $120K,1
8259,52,M,2,Unknown,Married,$80K - $120K,1
8260,42,M,4,College,Single,$40K - $60K,1
8261,49,F,2,College,Single,$40K - $60K,1
8262,43,M,4,Graduate,Divorced,$80K - $120K,1
8263,43,M,4,Graduate,Divorced,$80K - $120K,1
8264,42,F,2,Doctorate,Unknown,Less than $40K,1
8265,56,M,1,Uneducated,Single,$80K - $120K,1
8266,44,M,5,Doctorate,Single,$120K +,1
8267,42,M,4,Unknown,Married,$60K - $80K,1
8268,42,M,4,Unknown,Married,$60K - $80K,1
8269,47,M,2,High School,Married,$60K - $80K,1
8270,47,M,2,High School,Married,$60K - $80K,1
8271,41,M,3,Post-Graduate,Unknown,$80K - $120K,1
8272,43,M,2,College,Single,$120K +,1
8273,64,F,1,High School,Divorced,Unknown,1
8274,49,M,5,Doctorate,Single,$40K - $60K,1
8275,47,M,5,Graduate,Married,$60K - $80K,1
8276,47,M,4,Unknown,Unknown,Less than $40K,1
8277,33,M,2,Doctorate,Single,$120K +,1
8278,50,F,4,College,Married,Unknown,1
8279,35,M,2,High School,Unknown,$40K - $60K,1
8280,50,M,0,Unknown,Divorced,$60K - $80K,1
8281,42,M,3,Graduate,Single,$60K - $80K,1
8282,42,M,3,Graduate,Single,$60K - $80K,1
8283,42,M,3,Graduate,Single,$60K - $80K,1
8284,53,M,0,Uneducated,Divorced,$120K +,1
8285,51,M,2,High School,Married,$80K - $120K,1
8286,51,M,2,High School,Married,$80K - $120K,1
8287,38,F,2,Uneducated,Single,$40K - $60K,1
8288,52,M,3,Uneducated,Single,$120K +,1
8289,54,M,2,Unknown,Single,$120K +,1
8290,41,M,4,High School,Single,$120K +,1
8291,49,F,2,Graduate,Unknown,$40K - $60K,1
8292,54,M,0,Graduate,Single,$80K - $120K,1
8293,39,F,3,Uneducated,Single,Unknown,1
8294,39,F,3,Uneducated,Single,Unknown,1
8295,47,M,4,High School,Single,$40K - $60K,1
8296,45,M,5,Unknown,Married,$80K - $120K,1
8297,45,F,3,Doctorate,Divorced,Unknown,1
8298,52,M,2,Unknown,Married,$60K - $80K,1
8299,63,M,0,Graduate,Single,$60K - $80K,1
8300,39,M,3,College,Single,$120K +,1
8301,65,M,0,Graduate,Single,$40K - $60K,1
8302,48,M,3,Graduate,Single,$60K - $80K,1
8303,48,M,3,Graduate,Single,$60K - $80K,1
8304,45,M,4,College,Married,$80K - $120K,1
8305,62,M,1,Graduate,Single,$120K +,1
8306,45,F,3,High School,Unknown,Less than $40K,1
8307,41,F,4,Graduate,Divorced,$40K - $60K,1
8308,41,F,4,Graduate,Divorced,$40K - $60K,1
8309,50,M,2,High School,Married,$120K +,1
8310,50,M,2,High School,Married,$120K +,1
8311,50,M,2,High School,Married,$120K +,1
8312,65,M,1,Uneducated,Single,Less than $40K,1
8313,46,F,4,Unknown,Divorced,Unknown,1
8314,43,F,3,High School,Married,Less than $40K,1
8315,43,F,3,High School,Married,Less than $40K,1
8316,43,F,3,High School,Married,Less than $40K,1
8317,52,F,3,Unknown,Single,Unknown,1
8318,61,M,0,High School,Divorced,$60K - $80K,1
8319,50,M,4,Unknown,Married,$40K - $60K,1
8320,45,F,5,Graduate,Single,Less than $40K,1
8321,40,M,1,High School,Single,$40K - $60K,1
8322,38,F,2,High School,Married,Unknown,1
8323,38,M,3,Graduate,Single,$120K +,1
8324,32,F,0,Unknown,Single,Unknown,1
8325,53,M,3,Post-Graduate,Married,$80K - $120K,1
8326,41,M,4,Graduate,Single,$40K - $60K,1
8327,53,F,2,College,Single,Unknown,1
8328,53,F,2,College,Single,Unknown,1
8329,39,M,3,Unknown,Single,$60K - $80K,1
8330,56,F,2,Graduate,Unknown,Unknown,1
8331,41,M,4,Graduate,Single,$120K +,1
8332,45,F,4,High School,Divorced,Less than $40K,1
8333,47,M,2,Graduate,Divorced,$80K - $120K,1
8334,47,M,2,Graduate,Divorced,$80K - $120K,1
8335,41,F,5,Graduate,Married,Less than $40K,1
8336,41,F,5,Graduate,Married,Less than $40K,1
8337,43,M,5,High School,Married,$120K +,1
8338,48,F,2,Graduate,Married,Unknown,1
8339,48,F,2,Graduate,Married,Unknown,1
8340,48,F,2,Graduate,Married,Unknown,1
8341,46,F,1,Uneducated,Single,$40K - $60K,1
8342,49,F,4,Graduate,Married,Less than $40K,1
8343,49,F,4,Graduate,Married,Less than $40K,1
8344,37,M,3,Graduate,Divorced,$40K - $60K,1
8345,47,F,3,High School,Single,Unknown,1
8346,35,F,1,Graduate,Single,Unknown,1
8347,51,M,0,Graduate,Married,$120K +,1
8348,32,F,0,Uneducated,Married,Unknown,1
8349,51,F,2,Unknown,Unknown,$40K - $60K,1
8350,51,M,2,Unknown,Divorced,$80K - $120K,1
8351,41,F,3,Graduate,Single,$40K - $60K,1
8352,45,F,3,Unknown,Married,Unknown,1
8353,43,M,2,Graduate,Married,$60K - $80K,1
8354,53,M,2,Uneducated,Divorced,$120K +,1
8355,40,M,3,High School,Unknown,$80K - $120K,1
8356,59,M,0,Uneducated,Single,$60K - $80K,1
8357,45,F,3,Graduate,Single,Less than $40K,1
8358,64,M,0,College,Single,Less than $40K,1
8359,43,M,3,Graduate,Unknown,$80K - $120K,1
8360,54,F,4,Unknown,Married,Less than $40K,1
8361,61,M,0,Doctorate,Single,$60K - $80K,1
8362,44,M,5,Unknown,Married,$60K - $80K,1
8363,53,M,4,College,Unknown,$60K - $80K,1
8364,41,F,3,Post-Graduate,Unknown,$40K - $60K,1
8365,44,F,3,High School,Single,Unknown,1
8366,44,F,3,High School,Single,Unknown,1
8367,51,M,2,Graduate,Single,$120K +,1
8368,53,F,4,Unknown,Single,Less than $40K,1
8369,49,M,2,College,Single,$60K - $80K,1
8370,53,F,1,Graduate,Married,Unknown,1
8371,53,F,1,Graduate,Married,Unknown,1
8372,42,F,4,Unknown,Married,Less than $40K,1
8373,42,F,4,Unknown,Married,Less than $40K,1
8374,47,M,4,Unknown,Divorced,$40K - $60K,1
8375,64,F,1,Graduate,Single,Less than $40K,1
8376,39,M,5,College,Married,$80K - $120K,1
8377,44,M,2,Graduate,Single,$80K - $120K,1
8378,41,F,3,High School,Unknown,Unknown,1
8379,51,F,0,Graduate,Married,Unknown,1
8380,43,M,5,Unknown,Married,$60K - $80K,1
8381,47,F,2,College,Married,Less than $40K,1
8382,47,M,4,College,Single,$60K - $80K,1
8383,44,M,1,Uneducated,Married,$80K - $120K,1
8384,47,M,1,Uneducated,Married,$40K - $60K,1
8385,44,F,2,Doctorate,Divorced,Unknown,1
8386,49,M,4,Uneducated,Unknown,$60K - $80K,1
8387,49,M,4,Uneducated,Unknown,$60K - $80K,1
8388,47,F,2,Post-Graduate,Divorced,$40K - $60K,1
8389,42,M,0,High School,Single,$60K - $80K,1
8390,40,F,3,Uneducated,Divorced,$40K - $60K,1
8391,60,F,0,Uneducated,Single,Less than $40K,1
8392,60,F,0,Uneducated,Single,Less than $40K,1
8393,53,M,0,Graduate,Single,$80K - $120K,1
8394,45,F,4,Graduate,Married,Less than $40K,1
8395,45,F,4,Graduate,Married,Less than $40K,1
8396,41,F,3,Uneducated,Divorced,Less than $40K,1
8397,51,M,3,Uneducated,Single,$80K - $120K,1
8398,44,F,3,High School,Single,Less than $40K,1
8399,44,F,3,High School,Single,Less than $40K,1
8400,47,F,3,Uneducated,Divorced,$40K - $60K,1
8401,44,F,5,Unknown,Married,Unknown,1
8402,43,M,4,Graduate,Married,$120K +,1
8403,58,F,2,Graduate,Single,$40K - $60K,1
8404,59,F,0,Uneducated,Single,Unknown,1
8405,31,F,0,Post-Graduate,Divorced,Less than $40K,1
8406,49,M,4,Unknown,Single,$120K +,1
8407,40,M,2,College,Single,$80K - $120K,1
8408,59,M,0,High School,Single,$60K - $80K,1
8409,33,F,3,Post-Graduate,Unknown,Unknown,1
8410,50,M,2,Unknown,Married,$120K +,1
8411,50,M,2,Unknown,Married,$120K +,1
8412,50,M,2,Unknown,Married,$120K +,1
8413,43,F,2,Unknown,Married,Less than $40K,1
8414,39,M,3,Uneducated,Married,$40K - $60K,1
8415,48,F,3,College,Single,Unknown,1
8416,47,F,3,Unknown,Single,Less than $40K,1
8417,47,F,3,Unknown,Single,Less than $40K,1
8418,63,M,0,Doctorate,Single,Less than $40K,1
8419,45,M,5,Doctorate,Married,$120K +,1
8420,65,M,1,High School,Single,Less than $40K,1
8421,55,F,3,Graduate,Unknown,Unknown,1
8422,60,F,1,Unknown,Unknown,$40K - $60K,1
8423,60,M,0,Doctorate,Unknown,$40K - $60K,1
8424,49,F,4,Doctorate,Single,Less than $40K,1
8425,48,M,3,Unknown,Married,$120K +,1
8426,46,F,2,Graduate,Married,Unknown,1
8427,44,M,4,High School,Married,$120K +,1
8428,47,M,3,College,Single,$80K - $120K,1
8429,46,M,5,High School,Single,$40K - $60K,1
8430,62,M,1,Graduate,Single,$80K - $120K,1
8431,50,M,3,High School,Married,$60K - $80K,1
8432,49,M,4,College,Divorced,$120K +,1
8433,48,M,3,Unknown,Unknown,$40K - $60K,1
8434,57,M,3,High School,Single,$80K - $120K,1
8435,45,F,3,High School,Married,Unknown,1
8436,45,F,3,High School,Married,Unknown,1
8437,26,M,0,Unknown,Married,$120K +,1
8438,33,F,2,High School,Divorced,Unknown,1
8439,45,M,1,Uneducated,Single,$60K - $80K,1
8440,43,M,5,Uneducated,Married,$120K +,1
8441,48,M,2,Uneducated,Single,$40K - $60K,1
8442,48,M,2,Uneducated,Single,$40K - $60K,1
8443,39,M,2,Graduate,Single,$40K - $60K,1
8444,44,M,1,Unknown,Married,$60K - $80K,1
8445,41,F,3,College,Single,$40K - $60K,1
8446,57,M,3,Graduate,Married,$60K - $80K,1
8447,33,M,2,Uneducated,Single,$40K - $60K,1
8448,61,F,0,Graduate,Married,$40K - $60K,1
8449,50,M,1,College,Married,$80K - $120K,1
8450,53,M,1,Post-Graduate,Single,$60K - $80K,1
8451,46,F,3,Uneducated,Married,$40K - $60K,1
8452,39,F,4,College,Married,$40K - $60K,1
8453,42,F,3,High School,Single,$40K - $60K,1
8454,54,F,4,College,Single,Unknown,1
8455,39,F,4,High School,Single,Unknown,1
8456,47,M,1,High School,Single,$80K - $120K,1
8457,51,M,2,Unknown,Single,$60K - $80K,1
8458,50,M,1,High School,Married,$80K - $120K,1
8459,50,M,1,High School,Married,$80K - $120K,1
8460,34,F,2,Graduate,Married,Less than $40K,1
8461,45,F,3,College,Married,Less than $40K,1
8462,65,M,0,Unknown,Single,$40K - $60K,1
8463,44,M,5,High School,Single,$80K - $120K,1
8464,43,M,2,Post-Graduate,Married,$120K +,1
8465,53,F,3,High School,Divorced,Unknown,1
8466,59,M,1,High School,Single,$60K - $80K,1
8467,58,F,1,Unknown,Single,$40K - $60K,1
8468,49,F,2,Uneducated,Married,Unknown,1
8469,56,M,1,High School,Single,$80K - $120K,1
8470,55,M,2,Graduate,Married,$60K - $80K,1
8471,57,M,1,Unknown,Single,$60K - $80K,1
8472,54,F,1,Doctorate,Unknown,Less than $40K,1
8473,37,M,3,Graduate,Single,$80K - $120K,1
8474,45,F,5,Unknown,Married,Unknown,1
8475,48,M,4,Unknown,Single,$40K - $60K,1
8476,41,M,4,Graduate,Married,$80K - $120K,1
8477,41,M,4,Graduate,Married,$80K - $120K,1
8478,41,M,4,Graduate,Married,$80K - $120K,1
8479,39,M,2,Uneducated,Single,$80K - $120K,1
8480,38,M,0,High School,Single,$80K - $120K,1
8481,64,M,0,College,Single,$40K - $60K,1
8482,55,F,1,Doctorate,Married,Unknown,1
8483,44,F,5,Graduate,Single,Unknown,1
8484,58,M,0,Graduate,Divorced,Unknown,1
8485,47,F,3,Graduate,Unknown,Less than $40K,1
8486,50,M,4,Graduate,Married,$80K - $120K,1
8487,50,M,4,Graduate,Married,$80K - $120K,1
8488,50,M,4,Graduate,Married,$80K - $120K,1
8489,54,F,3,Unknown,Single,$40K - $60K,1
8490,43,M,2,Graduate,Married,$80K - $120K,1
8491,43,M,2,Graduate,Married,$80K - $120K,1
8492,43,F,3,High School,Unknown,Unknown,1
8493,43,F,3,High School,Unknown,Unknown,1
8494,43,F,3,Post-Graduate,Single,$40K - $60K,1
8495,51,M,3,Uneducated,Married,$120K +,1
8496,51,M,1,High School,Single,$80K - $120K,1
8497,51,M,1,High School,Single,$80K - $120K,1
8498,55,M,3,Graduate,Married,$60K - $80K,1
8499,55,M,1,Uneducated,Single,$120K +,1
8500,58,M,4,College,Single,$80K - $120K,1
8501,51,M,2,College,Single,$80K - $120K,1
8502,44,F,3,College,Married,Unknown,1
8503,26,M,0,Graduate,Married,Less than $40K,1
8504,51,F,2,Graduate,Divorced,Unknown,1
8505,56,M,2,Graduate,Single,$80K - $120K,1
8506,40,F,4,Graduate,Married,Unknown,1
8507,49,F,4,Graduate,Single,Unknown,1
8508,49,F,1,Graduate,Married,$40K - $60K,1
8509,49,F,1,Graduate,Married,$40K - $60K,1
8510,40,M,3,Unknown,Married,$60K - $80K,1
8511,65,M,1,Unknown,Single,$40K - $60K,1
8512,44,M,2,Graduate,Single,Unknown,1
8513,42,M,4,Uneducated,Married,$120K +,1
8514,42,M,4,Uneducated,Married,$120K +,1
8515,39,F,1,Uneducated,Single,Less than $40K,1
8516,34,F,3,Graduate,Single,Unknown,1
8517,47,F,4,Post-Graduate,Unknown,Unknown,1
8518,55,F,2,Unknown,Single,Unknown,1
8519,55,F,2,Unknown,Single,Unknown,1
8520,62,M,0,Graduate,Unknown,$80K - $120K,1
8521,50,M,3,Unknown,Single,$40K - $60K,1
8522,50,M,1,Doctorate,Married,$80K - $120K,1
8523,41,M,4,Graduate,Single,$60K - $80K,1
8524,49,M,4,Unknown,Married,$80K - $120K,1
8525,49,M,4,Unknown,Married,$80K - $120K,1
8526,49,M,4,Unknown,Married,$80K - $120K,1
8527,43,F,2,High School,Single,$40K - $60K,1
8528,45,M,2,High School,Single,$120K +,1
8529,43,M,4,Doctorate,Unknown,$60K - $80K,1
8530,40,F,1,High School,Married,Less than $40K,1
8531,39,F,2,High School,Single,Less than $40K,1
8532,40,M,3,Post-Graduate,Married,$120K +,1
8533,54,F,3,Graduate,Married,Unknown,1
8534,54,F,3,Graduate,Married,Unknown,1
8535,44,F,3,College,Unknown,Less than $40K,1
8536,46,F,2,Uneducated,Unknown,$40K - $60K,1
8537,52,M,3,College,Unknown,$120K +,1
8538,39,F,2,College,Single,Unknown,1
8539,49,M,3,Post-Graduate,Unknown,$80K - $120K,1
8540,59,M,0,Post-Graduate,Married,$80K - $120K,1
8541,40,F,2,High School,Single,Unknown,1
8542,41,F,4,Graduate,Divorced,Less than $40K,1
8543,52,F,2,Graduate,Married,Unknown,1
8544,45,M,0,Unknown,Married,$80K - $120K,1
8545,49,M,3,College,Single,$60K - $80K,1
8546,26,F,0,Unknown,Single,Unknown,1
8547,51,M,2,Post-Graduate,Single,$120K +,1
8548,65,F,0,Unknown,Single,Less than $40K,1
8549,65,F,0,Unknown,Single,Less than $40K,1
8550,48,M,4,College,Single,$80K - $120K,1
8551,61,F,1,High School,Unknown,Less than $40K,1
8552,45,M,1,Graduate,Married,$80K - $120K,1
8553,51,F,1,Doctorate,Married,Unknown,1
8554,42,F,4,Graduate,Single,Unknown,1
8555,43,M,3,Unknown,Married,$60K - $80K,1
8556,50,F,2,Graduate,Single,Less than $40K,1
8557,51,M,3,High School,Single,$80K - $120K,1
8558,43,F,4,High School,Single,$40K - $60K,1
8559,48,F,2,Doctorate,Married,$40K - $60K,1
8560,48,F,2,Doctorate,Married,$40K - $60K,1
8561,43,M,3,Unknown,Divorced,$80K - $120K,1
8562,46,M,1,Post-Graduate,Single,$60K - $80K,1
8563,34,F,4,Uneducated,Single,Unknown,1
8564,52,M,2,Graduate,Unknown,$60K - $80K,1
8565,52,F,2,High School,Married,$40K - $60K,1
8566,51,M,2,Uneducated,Single,$60K - $80K,1
8567,38,F,3,Graduate,Divorced,Unknown,1
8568,45,M,2,Graduate,Single,$60K - $80K,1
8569,45,M,2,Graduate,Single,$60K - $80K,1
8570,43,F,4,High School,Divorced,$40K - $60K,1
8571,50,M,4,College,Single,$40K - $60K,1
8572,48,M,4,Unknown,Married,$60K - $80K,1
8573,62,M,0,High School,Single,$60K - $80K,1
8574,46,M,3,College,Single,$120K +,1
8575,49,M,3,College,Single,Less than $40K,1
8576,55,M,3,Post-Graduate,Unknown,$120K +,1
8577,50,F,4,Unknown,Single,Unknown,1
8578,44,M,3,Graduate,Single,$40K - $60K,1
8579,44,M,3,Graduate,Single,$40K - $60K,1
8580,44,M,3,Graduate,Single,$40K - $60K,1
8581,53,F,3,Post-Graduate,Divorced,Unknown,1
8582,51,M,2,College,Married,$80K - $120K,1
8583,52,M,3,College,Married,$120K +,1
8584,52,F,2,High School,Married,Less than $40K,1
8585,48,M,2,Graduate,Single,$60K - $80K,1
8586,51,F,2,Doctorate,Divorced,Unknown,1
8587,36,F,1,Uneducated,Single,Unknown,1
8588,51,F,2,Graduate,Married,Unknown,1
8589,51,F,2,Graduate,Married,Unknown,1
8590,56,M,2,Graduate,Single,$60K - $80K,1
8591,55,M,0,High School,Divorced,$80K - $120K,1
8592,58,F,2,High School,Married,Unknown,1
8593,53,F,2,Uneducated,Single,Unknown,1
8594,59,F,0,Unknown,Married,Unknown,1
8595,63,M,0,Doctorate,Single,Unknown,1
8596,41,M,4,Uneducated,Married,$80K - $120K,1
8597,47,M,3,Uneducated,Single,$120K +,1
8598,54,M,3,Unknown,Married,$60K - $80K,1
8599,42,M,2,Unknown,Single,$80K - $120K,1
8600,50,M,0,Post-Graduate,Married,$80K - $120K,1
8601,59,F,1,Graduate,Single,Unknown,1
8602,59,F,1,Graduate,Single,Unknown,1
8603,40,M,4,High School,Married,$80K - $120K,1
8604,44,M,4,Doctorate,Married,$120K +,1
8605,35,M,3,Doctorate,Married,$80K - $120K,1
8606,41,M,4,Graduate,Unknown,$40K - $60K,1
8607,40,M,4,High School,Unknown,$40K - $60K,1
8608,44,F,2,Uneducated,Single,Unknown,1
8609,44,M,3,Unknown,Married,$40K - $60K,1
8610,44,M,3,Unknown,Married,$40K - $60K,1
8611,48,M,3,College,Married,Less than $40K,1
8612,40,M,2,Unknown,Single,$60K - $80K,1
8613,55,M,2,Unknown,Divorced,$120K +,1
8614,49,F,2,Graduate,Single,Unknown,1
8615,55,F,0,Graduate,Single,Unknown,1
8616,47,M,5,Graduate,Married,$80K - $120K,1
8617,47,M,3,Unknown,Single,$120K +,1
8618,47,M,3,Unknown,Single,$120K +,1
8619,47,M,3,Uneducated,Single,$60K - $80K,1
8620,47,M,3,Uneducated,Single,$60K - $80K,1
8621,45,F,3,Graduate,Divorced,Unknown,1
8622,45,F,3,Graduate,Divorced,Unknown,1
8623,50,M,1,Graduate,Married,$120K +,1
8624,50,M,1,Graduate,Married,$120K +,1
8625,43,F,2,Graduate,Single,$40K - $60K,1
8626,42,M,4,Graduate,Single,$60K - $80K,1
8627,47,M,3,Unknown,Married,$120K +,1
8628,49,M,3,College,Married,$120K +,1
8629,44,M,2,Uneducated,Single,$40K - $60K,1
8630,61,F,1,College,Married,Unknown,1
8631,43,F,5,High School,Single,Less than $40K,1
8632,44,M,4,High School,Single,$60K - $80K,1
8633,44,M,4,High School,Single,$60K - $80K,1
8634,60,M,1,High School,Single,$40K - $60K,1
8635,52,M,4,Graduate,Single,$40K - $60K,1
8636,44,F,1,High School,Married,$40K - $60K,1
8637,44,F,1,High School,Married,$40K - $60K,1
8638,49,F,3,Graduate,Married,$40K - $60K,1
8639,36,F,0,College,Unknown,Unknown,1
8640,40,M,4,Graduate,Divorced,$40K - $60K,1
8641,54,F,0,Unknown,Married,Unknown,1
8642,52,M,5,Doctorate,Single,$40K - $60K,1
8643,46,F,4,Unknown,Single,Less than $40K,1
8644,56,M,4,High School,Single,$80K - $120K,1
8645,65,F,0,High School,Single,Less than $40K,1
8646,54,F,3,High School,Divorced,Unknown,1
8647,42,F,3,Graduate,Single,Unknown,1
8648,63,M,0,Unknown,Single,$40K - $60K,1
8649,42,F,3,Uneducated,Married,Less than $40K,1
8650,48,M,3,Graduate,Married,$40K - $60K,1
8651,44,F,4,High School,Single,Unknown,1
8652,47,M,3,Graduate,Unknown,$120K +,1
8653,46,F,3,Graduate,Married,Unknown,1
8654,47,M,5,Unknown,Single,$60K - $80K,1
8655,58,F,4,High School,Married,Unknown,1
8656,43,M,5,Graduate,Single,$40K - $60K,1
8657,41,M,2,Graduate,Married,$60K - $80K,1
8658,41,M,2,Graduate,Married,$60K - $80K,1
8659,58,F,3,Graduate,Married,$40K - $60K,1
8660,46,F,2,College,Married,Unknown,1
8661,44,F,2,Post-Graduate,Married,Less than $40K,1
8662,54,F,2,Unknown,Single,Less than $40K,1
8663,46,F,3,College,Married,Unknown,1
8664,58,F,0,Uneducated,Divorced,Less than $40K,1
8665,53,M,1,High School,Unknown,$80K - $120K,1
8666,49,F,1,Unknown,Married,Less than $40K,1
8667,49,F,1,Unknown,Married,Less than $40K,1
8668,41,M,3,Unknown,Married,$60K - $80K,1
8669,41,M,3,Unknown,Married,$60K - $80K,1
8670,41,M,3,Unknown,Married,$60K - $80K,1
8671,51,M,3,Uneducated,Married,$80K - $120K,1
8672,51,M,3,Uneducated,Married,$80K - $120K,1
8673,31,F,2,Post-Graduate,Unknown,Unknown,1
8674,40,M,3,Uneducated,Single,$80K - $120K,1
8675,46,F,3,Graduate,Unknown,Unknown,1
8676,46,F,3,Graduate,Unknown,Unknown,1
8677,37,M,2,Uneducated,Married,$120K +,1
8678,47,F,4,Post-Graduate,Single,$40K - $60K,1
8679,40,M,4,Post-Graduate,Single,$40K - $60K,1
8680,50,M,3,Post-Graduate,Divorced,$60K - $80K,1
8681,47,F,4,Uneducated,Single,Unknown,1
8682,48,F,5,Uneducated,Married,Unknown,1
8683,39,F,3,Graduate,Divorced,Less than $40K,1
8684,44,M,0,High School,Single,$60K - $80K,1
8685,42,F,4,College,Married,Unknown,1
8686,56,M,1,Graduate,Single,$60K - $80K,1
8687,44,F,4,College,Single,Unknown,1
8688,40,M,3,Unknown,Single,$80K - $120K,1
8689,37,F,2,Uneducated,Married,Unknown,1
8690,47,M,3,Doctorate,Unknown,$120K +,1
8691,46,M,2,College,Married,$80K - $120K,1
8692,40,M,2,High School,Single,$120K +,1
8693,46,F,3,High School,Married,$40K - $60K,1
8694,46,F,3,High School,Married,$40K - $60K,1
8695,48,M,4,Uneducated,Divorced,$80K - $120K,1
8696,36,F,2,Doctorate,Single,Unknown,1
8697,44,M,1,Uneducated,Divorced,$120K +,1
8698,52,F,0,Doctorate,Married,Unknown,1
8699,55,F,4,College,Single,Unknown,1
8700,51,F,3,Graduate,Married,$40K - $60K,1
8701,51,F,3,Graduate,Married,$40K - $60K,1
8702,46,M,4,College,Married,$80K - $120K,1
8703,41,M,5,Graduate,Married,$60K - $80K,1
8704,51,F,1,College,Single,Less than $40K,1
8705,46,M,5,Uneducated,Single,$60K - $80K,1
8706,63,M,1,Graduate,Single,$80K - $120K,1
8707,39,F,3,Graduate,Married,Unknown,1
8708,46,M,5,Uneducated,Unknown,$40K - $60K,1
8709,45,M,3,Uneducated,Married,$80K - $120K,1
8710,43,F,2,Uneducated,Unknown,Unknown,1
8711,51,F,2,Doctorate,Married,Unknown,1
8712,34,F,1,Graduate,Single,Unknown,1
8713,38,F,3,Unknown,Married,$40K - $60K,1
8714,30,F,0,High School,Single,Unknown,1
8715,30,F,0,High School,Single,Unknown,1
8716,56,M,2,High School,Single,$120K +,1
8717,46,M,1,Uneducated,Married,$80K - $120K,1
8718,46,M,1,Uneducated,Married,$80K - $120K,1
8719,34,M,2,High School,Unknown,$80K - $120K,1
8720,43,F,1,Graduate,Divorced,Unknown,1
8721,37,M,2,Unknown,Single,$40K - $60K,1
8722,53,M,1,Unknown,Single,$120K +,1
8723,65,M,1,College,Single,Less than $40K,1
8724,50,M,2,Unknown,Married,$60K - $80K,1
8725,50,M,2,Unknown,Married,$60K - $80K,1
8726,50,M,2,Unknown,Married,$60K - $80K,1
8727,50,M,2,Unknown,Married,$60K - $80K,1
8728,65,F,2,Graduate,Single,Less than $40K,1
8729,50,F,3,Post-Graduate,Married,Unknown,1
8730,42,M,2,Graduate,Single,$60K - $80K,1
8731,42,M,2,Graduate,Single,$60K - $80K,1
8732,42,M,2,Graduate,Single,$60K - $80K,1
8733,40,F,4,Post-Graduate,Married,Unknown,1
8734,49,M,4,Doctorate,Single,$60K - $80K,1
8735,44,M,3,High School,Single,$40K - $60K,1
8736,55,M,4,Post-Graduate,Single,$60K - $80K,1
8737,49,M,0,Doctorate,Married,$60K - $80K,1
8738,41,F,3,Graduate,Married,Unknown,1
8739,52,M,1,High School,Married,$120K +,1
8740,52,M,1,High School,Married,$120K +,1
8741,43,M,3,College,Married,$80K - $120K,1
8742,56,F,4,Post-Graduate,Unknown,Less than $40K,1
8743,48,M,1,College,Single,$80K - $120K,1
8744,54,M,3,Post-Graduate,Single,$80K - $120K,1
8745,38,F,2,College,Married,Unknown,1
8746,44,M,2,College,Married,$80K - $120K,1
8747,41,F,2,College,Married,Less than $40K,1
8748,51,M,2,Graduate,Married,$80K - $120K,1
8749,51,M,2,Graduate,Married,$80K - $120K,1
8750,51,M,2,Graduate,Married,$80K - $120K,1
8751,46,M,2,Unknown,Single,$80K - $120K,1
8752,46,F,4,High School,Married,Unknown,1
8753,27,F,0,Graduate,Divorced,Unknown,1
8754,51,F,0,Uneducated,Married,Unknown,1
8755,51,F,0,Uneducated,Married,Unknown,1
8756,52,M,2,College,Married,$80K - $120K,1
8757,52,M,2,College,Married,$80K - $120K,1
8758,44,M,3,College,Unknown,$60K - $80K,1
8759,47,F,5,College,Single,Less than $40K,1
8760,49,M,5,Post-Graduate,Single,$40K - $60K,1
8761,52,M,3,High School,Single,$80K - $120K,1
8762,47,M,3,Uneducated,Unknown,$40K - $60K,1
8763,38,M,1,Uneducated,Married,Less than $40K,1
8764,47,F,3,Graduate,Single,Unknown,1
8765,43,F,4,Graduate,Divorced,Unknown,1
8766,48,F,2,Unknown,Single,Less than $40K,1
8767,41,F,1,Uneducated,Single,Unknown,1
8768,43,M,1,College,Married,$60K - $80K,1
8769,46,M,3,Doctorate,Married,$80K - $120K,1
8770,48,M,5,Post-Graduate,Single,$60K - $80K,1
8771,39,F,1,Graduate,Single,Less than $40K,1
8772,48,M,3,Graduate,Divorced,$60K - $80K,1
8773,43,F,5,Graduate,Married,$40K - $60K,1
8774,31,F,0,Uneducated,Divorced,Unknown,1
